county_state,year,population,median_income,median_monthly_rent_cost,median_monthly_home_cost,prop_female,prop_male,prop_white,prop_black,prop_native,prop_asian,prop_hawaiin_islander,prop_other_race,prop_multi_racial,prop_highschool,prop_GED,prop_some_college,prop_college_no_degree,prop_associates,prop_bachelors,prop_masters,prop_professional,prop_doctoral,prop_poverty
"Mohave County, Arizona",2008,196281,38305,836,765,0.50287597882627455,0.49712402117372545,0.9021963409601541,0.008110820711123339,0.013557094166017088,0.008212715443675139,0,0.028484672484855894,0.03943835623417447,0.2734824965207151,0.070420725832352,0.1026299825143632,0.18776005424115905,0.06730185918709632,0.08435213931413482,0.020483174535203225,0.010177354316097491,0.0027834278985119365,0.17079570162234486
"Navajo County, Arizona",2008,112757,41090,635,481,0.508881931942141,0.49111806805785896,0.45632643649618204,0.014633237847761115,0.4409482338125349,0.005675922559131584,0.0016318277357503304,0.042498470161497735,0.03828587138714226,0.24332313204448758,0.03076808240650892,0.08395909531984773,0.19943270881540642,0.11127864447264313,0.07215048145107114,0.03218631036799283,0.010270956184220349,0.01152496827647981,0.212398529292784
"Pima County, Arizona",2008,1012018,46599,720,1042,0.5100630621194485,0.48993693788055154,0.7952635229808166,0.03454780448569097,0.032943089945040506,0.02451240985832268,7.875353995679919e-4,0.08226434707683065,0.029681290253730664,0.20037252305827966,0.041899119558956636,0.07773613698076794,0.18548207326286814,0.08155562038553893,0.16569646103094635,0.07599919211866879,0.01988584936005326,0.020753573752833196,0.15555384571773367
"Pinal County, Arizona",2008,327301,49530,792,1087,0.47570584874473343,0.5242941512552666,0.7384884250277268,0.03527028637248282,0.05307347059740117,0.013730480505711868,0.0022120311273109462,0.12036321306687117,0.03686209330249526,0.22381917543543942,0.06639326406713202,0.0998835039731775,0.1921710881486603,0.0758881638142504,0.12581097335745337,0.04147447979314852,0.006383603421005276,0.0060094901641362716,0.14473268265697237
"Yavapai County, Arizona",2008,215503,41804,827,876,0.511700533171232,0.48829946682876807,0.9114675897783325,0.008171579978004946,0.019535690918455893,0.006278334872368366,0,0.03192530962445998,0.02262149482837826,0.23706422726074686,0.05137023727636815,0.102033338261859,0.196943885521063,0.070353632430556,0.13762800773992812,0.05846731423208213,0.017446980849463542,0.015730568216152277,0.13036638611133353
"Yuma County, Arizona",2008,194322,38930,730,602,0.5009417358816809,0.4990582641183191,0.7386605736869731,0.017954734924506745,0.012963020141826454,0.009901092001934933,8.696905136834738e-4,0.20283344140138532,0.016817447329689896,0.19553813387255836,0.05477885420206022,0.09325664846229706,0.16560451490465497,0.07024289988149204,0.08523457117521775,0.0362402313805763,0.008055226366777992,0.004450263949547101,0.2286565083790034
"Benton County, Arkansas",2008,209791,50463,705,1004,0.49987368380912434,0.5001263161908757,0.8380912431896507,0.014733711169687927,0.013584948830026073,0.022183983106996964,0,0.08496551329656658,0.0264406004070718,0.2764093151140218,0.04890208253076209,0.06073103854608081,0.13554956302355972,0.054589952185637565,0.18143775446229615,0.060557305475613166,0.014759757377990287,0.007606487041779027,0.1211111812491806
"Craighead County, Arkansas",2008,92640,39747,581,778,0.5127050949913644,0.4872949050086356,NA,NA,NA,NA,NA,NA,NA,0.2826535745884149,0.06680776503651788,0.047030862377044916,0.17330812067380255,0.047915618548652915,0.1484829033880957,0.05527123848515865,0.018284960879898688,0.014572454591190604,0.18659677767797248
"Faulkner County, Arkansas",2008,106823,41170,663,818,0.5105829268977654,0.48941707310223453,0.8632972299972852,0.10571693361916441,0.0055606002452655325,0.008013255572301845,5.242316729543263e-4,0.0036134540314351777,0.013274294861593478,0.29200075762358735,0.050050508239156515,0.08412778584506597,0.18175074183976261,0.05696382347370415,0.15264536902582235,0.05473830418587032,0.006281962245091231,0.014237009912241935,0.18624388108409282
"Garland County, Arkansas",2008,97465,36922,653,645,0.5181757553993741,0.48182424460062584,0.856707536038578,0.0793720822859488,0.006156056020109783,0.00764376955830298,0,0.030780280100548917,0.019340275996511568,0.26601695403955944,0.06819099244564904,0.09415546969609596,0.17266881956057897,0.05324087422870653,0.1323308921054149,0.03785825500259501,0.010524191223112853,0.003661841877631048,0.163799639085541
"Jefferson County, Arkansas",2008,78373,38922,645,582,0.5097418753907595,0.49025812460924045,0.4367958353004223,0.5260995495897822,0.0015566585431207175,0.010041723552754137,6.634938052645682e-4,0.007796052211858676,0.017046686996797365,0.29847699795886323,0.06733788663840477,0.0582509028104883,0.1800714397864657,0.044512482336316536,0.12374391584236144,0.03844795101271785,0.0036308682681739676,0.008871094363322342,0.17665103582480846
"Lonoke County, Arkansas",2008,65233,48664,671,895,0.5140649671178698,0.4859350328821302,0.8939033924547392,0.06412398632593933,0.0074042279214507995,0.00784878819002652,0,0.0057332944981834345,0.020986310609660754,0.2738188092368054,0.051029331820652814,0.09350256446618922,0.17868538608806636,0.07123779810442223,0.11924176889077974,0.031175400033089887,0.007303410621853506,0.0030253610342953034,0.12241938501839955
"Pulaski County, Arkansas",2008,376797,44967,732,921,0.5232472657691012,0.47675273423089887,0.6010026619107902,0.33498674352502805,0.0019320748307444062,0.018930617812774518,2.5743304750303216e-4,0.017287823416853105,0.02560264545630671,0.25381050525746873,0.041624148459462836,0.06810307623430524,0.1611120746330662,0.061383518934550865,0.1886356394671141,0.07642387257847887,0.031496412337204,0.01305594656620942,0.17046253092918126
"Saline County, Arkansas",2008,98209,48038,697,786,0.50367074300726,0.49632925699274,0.917940310969463,0.0473989145597654,0.001822643545907198,0.008838293842723171,7.942245619036952e-4,0.009276135588388029,0.013929476931849424,0.2917300022575062,0.06304462337271427,0.0805026713823463,0.1477312062608172,0.06915494017608548,0.1562194296034314,0.041869215140341635,0.014538339980434946,0.003928060802167206,0.10035794367529983
"Sebastian County, Arkansas",2008,122274,38824,563,666,0.5121612117048596,0.48783878829514044,0.8396715573220799,0.061460326807007214,0.005945663019120991,0.03182197360027479,2.6170731308372997e-4,0.008603627917627624,0.05223514402080573,0.2689881718146959,0.05426976256198244,0.09894707917514957,0.16469530244932115,0.07848819054994192,0.11781971697288385,0.028602475550503978,0.01614978204663827,0.005033536090328866,0.18464416065945524
"Washington County, Arkansas",2008,195803,41911,590,876,0.4948596293213076,0.5051403706786923,0.8695525604817087,0.03449385351603397,0.012032502055637554,0.021894455141136755,0.007701618463455616,0.035704253765264066,0.01862075657676338,0.23938400162282777,0.04936946379065522,0.06531881804043546,0.1407972141456488,0.04059605111907499,0.16138684157143823,0.06693319358983028,0.019389411048752452,0.02501014267360876,0.15432889747817957
"White County, Arkansas",2008,74845,39047,578,681,0.5135279577794107,0.4864720422205892,0.9077025853430423,0.04220722827176164,0,0.004582804462555949,0,0.023248045961654085,0.02225933596098604,0.3094971103251962,0.059691192961269735,0.0658155783662555,0.1498749245234193,0.044984042094367294,0.11636332269472958,0.045048736306391786,0.013197619252997499,0.010092297075821616,0.17475434400484108
"Alameda County, California",2008,1474368,70395,1192,2296,0.5053494107305638,0.4946505892694361,0.4796468724226245,0.1266556246473065,0.005137116378000608,0.24725780809133133,0.007531362590615097,0.08854234492338413,0.04522887094673786,0.18496740588633748,0.016629649827813304,0.048302658611315066,0.1476682438175786,0.06760422347405826,0.23152636319967665,0.10828415526964406,0.02534104745975117,0.02782000777912169,0.10258376299341833
"Butte County, California",2008,220337,40101,832,1048,0.5126419983933701,0.48735800160662984,0.841107031501745,0.015172213472998181,0.008228304823974185,0.04223530319465183,7.261603815972805e-5,0.048030970740275125,0.0451535602281959,0.17878213685887773,0.03564302427400485,0.10190488494609765,0.20590557397757778,0.07488193158491595,0.17148270961629558,0.05079453942552,0.015704175817866012,0.008562651622812684,0.21491876950760827
"Contra Costa County, California",2008,1029703,78618,1254,2381,0.5081776007256461,0.4918223992743539,0.6439740391161335,0.09191388196402264,0.0032650191365859865,0.1357168037773999,0.0040759325747327145,0.07737085353737923,0.04368346989374606,0.16867468118109558,0.016137214568814152,0.05566593422016377,0.16640716715715728,0.08649009004267488,0.24975694764250178,0.08770498633789907,0.030756905245398817,0.018998288034221773,0.09659450067082917
"El Dorado County, California",2008,176075,67660,1048,1832,0.4992872355530314,0.5007127644469687,0.8647394576174925,0.003986937384637229,0.008462302995882437,0.04220928581570354,1.079085616924606e-4,0.048581570353542526,0.03191253727104927,0.21790593302536618,0.028966446924986438,0.07973170691610909,0.2215555080635881,0.09109963997435434,0.20191849282414637,0.055417646188495616,0.02011376152821845,0.0066908875700734845,0.07824978419569306
"Fresno County, California",2008,909153,43737,797,1372,0.4949683936587131,0.5050316063412869,0.5941013228796473,0.05305487635194516,0.012047477157310155,0.08620771201326949,8.45842228975761e-4,0.21859357005916497,0.03514919930968715,0.19450411760409195,0.029419752138400944,0.06556701571563153,0.17094846299213187,0.08264987535749269,0.12898954351437555,0.03777669981102286,0.016758845310313956,0.00512429601799497,0.22346691277849373
"Humboldt County, California",2008,129000,39750,782,991,0.506093023255814,0.49390697674418604,0.8283178294573643,0.01027906976744186,0.06017829457364341,0.02653488372093023,0,0.02816279069767442,0.046527131782945735,0.2463562989823371,0.01704292899754357,0.08230202362849456,0.21534682418996373,0.08823254181775646,0.1710141537021874,0.06109486489647912,0.013428471166218271,0.00942800327523687,0.20492298399275144
"Imperial County, California",2008,163972,37936,646,1107,0.48611958139194494,0.513880418608055,0.7940989925109165,0.03635376771643939,0.016472324543214695,0.02110116361329983,7.074378552435782e-4,0.10929305003293245,0.02197326372795355,0.1880143378298125,0.034741664545685925,0.06654577076440146,0.17845931958937813,0.04957792483244252,0.07938830915415288,0.032048019003987446,0.010350386018494952,0.0031708662085348266,0.22870471580262336
"Kern County, California",2008,800458,44733,801,1274,0.482188946827941,0.517811053172059,0.6952782032286516,0.0550047597750288,0.008578838614892973,0.03701131102443851,0.001552860987084894,0.16711057919341177,0.035463447176491456,0.20614685537443753,0.03712837346080741,0.0721893715811835,0.16596171980313523,0.07346565941889877,0.10306077028717531,0.029740670968776303,0.010064742601222284,0.003759247812906751,0.21030594230255756
"Kings County, California",2008,149518,50962,875,1269,0.42287216254899074,0.5771278374510093,0.7243943872978504,0.07704089139769124,0.016265600128412633,0.03260476999424818,2.608381599539855e-4,0.12435960887652323,0.025073904145320295,0.23539110935232818,0.04406850459482038,0.06279954271644023,0.18001143208899442,0.06846062524732885,0.07223101613683332,0.016422635536208943,0.010651629072681704,0.001725805742426241,0.15965582436238762
"Lake County, California",2008,64866,40538,830,1124,0.5047944994295933,0.4952055005704067,0.8755742607837697,0.022153362316159466,0.028011593130453552,0.001017482194061604,0.002327875928837912,0.031033206918878918,0.03988221872783893,0.3427202310620979,0.04728458273160912,0.0708721718961971,0.16023368780359723,0.07988709465668899,0.10518139249923417,0.033849722112817816,0.013041004770031946,0.0028445144632620015,0.1809483140380844
"Los Angeles County, California",2008,9862049,55499,1103,2008,0.5046343817598148,0.49536561824018516,0.5266097339406851,0.08787180027193132,0.006220512593275495,0.12929726875216296,0.002742736321833323,0.21649213059071193,0.030765817529399823,0.19066503829646117,0.016088499582278402,0.044794742447529706,0.15042473677161788,0.06874437989069086,0.18241089137325178,0.0637235894721402,0.023083263713066713,0.01213321811444934,0.1524532126461097
"Madera County, California",2008,148333,47394,904,1295,0.520807911927892,0.479192088072108,0.8069681055463046,0.04675291405149225,0.00868316558014737,0.018195546506846082,0,0.07264061267553411,0.046759655639675594,0.20726746715391978,0.026287740363699644,0.08088619159488385,0.1769229095971461,0.06654050291481771,0.08621552249195162,0.027658139737231358,0.009571043243713565,0.004720264508831462,0.16891386599731964
"Marin County, California",2008,248794,91982,1565,2727,0.5049438491281945,0.4950561508718056,0.7983432076336247,0.03373473636824039,0.003263744302515334,0.057260223317282574,0.00215439279082293,0.07887650023714399,0.026367195350370187,0.09964802157180194,0.01610701912397708,0.04854760549683109,0.14451007586599401,0.05789685982196633,0.3315172646247866,0.14493001873166203,0.06578183968128547,0.027069738143521,0.060715883298265376
"Mendocino County, California",2008,86221,43205,871,1067,0.5080780784263694,0.49192192157363057,0.8508484012015635,0.01425406803446956,0.05173913547743589,0.016457707519049885,0.004627642917618678,0.03346052585796964,0.028612518991892925,0.24684261247400544,0.027964224728219522,0.06133869849696519,0.18763419953674743,0.08977632001623075,0.13540838926741847,0.0567907078972729,0.02635805704431332,0.006221786396605069,0.1900602233526282
"Merced County, California",2008,246117,42303,711,1377,0.4954066561838475,0.5045933438161525,0.6536200262476789,0.04039542168968417,0.010681911448619965,0.06624085292767261,0.0023119085638131456,0.1927741683833299,0.033975710739201276,0.19955321796176903,0.037919918561248725,0.06365937111186518,0.16653234928175545,0.06621140142517815,0.07592466915507295,0.038669268182332316,0.012859122271236286,0.001710779323605927,0.22492142969091555
"Monterey County, California",2008,408238,59375,1067,1824,0.4825151014849181,0.5174848985150818,0.7371459785713236,0.03314488117225736,0.0064251735507228624,0.0629436750131051,0.0033754819492550913,0.12109602731739819,0.03586878242593781,0.175649699677498,0.03427632867230679,0.05629598251215877,0.14700816445604262,0.06103959941014503,0.13901954593955185,0.05947304690466009,0.017212096023274493,0.014394699297848788,0.1227233793743685
"Napa County, California",2008,133433,65158,1175,1943,0.4849774793341977,0.5150225206658023,0.8157052603179124,0.020617088726177183,0.002802904828640591,0.05506134164711878,0.011908598322753742,0.06632542174724393,0.02757938441015341,0.1730987827353691,0.02660766115237328,0.06749583393111364,0.15413903082339178,0.06982441812984892,0.1986801010892477,0.058137353359893174,0.03644068731859667,0.011069051902044961,0.098068669527897
"Nevada County, California",2008,97118,53195,978,1460,0.5098951790605243,0.4901048209394757,0.9324533042278466,0.002862497168393089,0.008031466875347516,0.015599579892501905,0.0022755822813484627,0.011676517226466772,0.027101052328095718,0.21679796625321265,0.017893060677170634,0.1013660744217231,0.19197675717957313,0.09119734048497039,0.2257235445301151,0.062143814951391214,0.02005810705106716,0.01413565761537602,0.09426297291709737
"Orange County, California",2008,3010759,75078,1420,2228,0.49933687817590183,0.5006631218240982,0.6240203882144004,0.01628858370929058,0.0048917897447122135,0.16381151729514054,0.002950418814657699,0.16166288965672776,0.026374412565070803,0.16239749207805845,0.015619081639880393,0.05382762963806966,0.15588954139477496,0.07899307426762459,0.2315342031815051,0.08342238139670476,0.025855246342357214,0.013235570364393913,0.09869952253456475
"Placer County, California",2008,341945,75183,1183,2048,0.5071283393528199,0.4928716606471801,0.8392694731608884,0.01610200470835953,0.0050739153957507785,0.05893345421047244,0.0025881355188699935,0.04558335404816564,0.032449662957493165,0.19260990313621892,0.020752895752895753,0.08329946487841225,0.20022183837973312,0.1041581995529364,0.23696487841224684,0.0668732642416853,0.02274690103637472,0.006727121858700806,0.06957496386750435
"Riverside County, California",2008,2100516,57792,1147,1822,0.5007012562627469,0.49929874373725314,0.656091169979186,0.06247988589470397,0.01117582536862371,0.05465228543843513,0.003334418780909072,0.17901839357567378,0.03324802096246827,0.22970862584565796,0.028225598922105365,0.07517685169039412,0.17580621248935127,0.07032125592546304,0.13678553568643959,0.044716649370063075,0.012334488403337847,0.007141666481025844,0.12552920833862763
"Sacramento County, California",2008,1394154,56984,976,1750,0.5090226761175595,0.49097732388244053,0.6188355088462251,0.10097449779579587,0.008781669743801618,0.13531360237104365,0.008388599824696554,0.0836134315147394,0.04409268990369787,0.18856883737834135,0.028153344647574716,0.07677012862447499,0.18791976891384393,0.09423384914270726,0.18997922758629887,0.05777153901468295,0.01893635016799092,0.009979427641647522,0.13287871692811987
"San Bernardino County, California",2008,2015355,55021,1070,1657,0.49830178802245756,0.5016982119775424,0.6175810217058533,0.08735731422007537,0.012428579580272459,0.059434690166248624,0.0029567991743390124,0.17541524942255832,0.04482634573065291,0.2360716030708066,0.028412323385115824,0.07190007830958389,0.17957408287429638,0.08447228041524159,0.11847252806093422,0.04145806421385879,0.012901838601939669,0.005992021792820952,0.14551435073261465
"San Diego County, California",2008,3001072,63026,1207,2085,0.4969694162619224,0.5030305837380776,0.7308095240634014,0.04954329652870708,0.00845931053970048,0.10341138099985606,0.004931571118586958,0.0646215752237867,0.038223341525961387,0.16735522854998328,0.022708350415975475,0.05957216654156917,0.17779246008969177,0.08125818652773485,0.21227206499183188,0.08045661639639298,0.02856007518465022,0.020416648269975128,0.1263494418976994
"San Francisco County, California",2008,808976,73798,1262,2452,0.4901591641779237,0.5098408358220763,0.5472399675639327,0.06164336148414786,0.004191718913787307,0.3117743913292854,0.0045650303593678925,0.03645472795237436,0.03413080239710449,0.12717416576690205,0.012461341971073762,0.03244567173401365,0.10340126954400247,0.053920585022183574,0.3045838628408356,0.12646709409467755,0.05206531813447739,0.029021788636530127,0.11032130011788763
"San Joaquin County, California",2008,672388,54882,935,1754,0.5001844173304699,0.4998155826695301,0.6214819419739793,0.07610040631302165,0.010058180693290184,0.137487581574924,0.00368537213632605,0.10248993140865095,0.04869658589980785,0.2235147395062785,0.037497401787570155,0.07653539071001504,0.18177950040960056,0.08171225255847506,0.11123039113795591,0.031308154107621014,0.009881766050839376,0.0035849218090894643,0.1676592853448838
